id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,coef_ajustement
5631500213,2014-05-15,344199.6765498653,3,2.25,1180,9630,2.0,0,0,3,7,1180,0,1986,0,98028,47.7352,-122.23200000000001,2660,5979,1.005256064690027
3826000070,2014-05-15,185972.371967655,3,1.0,1150,8100,1.0,0,0,3,6,1150,0,1932,0,98168,47.494,-122.307,1120,8100,1.005256064690027
7376300060,2014-05-15,468198.0121293801,3,1.5,1260,10350,1.0,0,0,3,7,1260,0,1959,0,98008,47.6357,-122.12299999999999,1800,10350,1.005256064690027
7203140270,2014-05-15,388410.83827493264,3,2.5,1720,3600,2.0,0,0,3,7,1720,0,2010,0,98053,47.6856,-122.01299999999999,1720,3600,1.005256064690027
6713700025,2014-05-15,301576.8194070081,3,1.0,1220,13000,1.0,0,0,4,7,1220,0,1955,0,98133,47.7608,-122.353,1510,12600,1.005256064690027
2206500395,2014-05-15,419191.7789757413,3,1.5,1340,10224,1.0,0,0,4,7,1340,0,1956,0,98006,47.5752,-122.15700000000001,1340,10440,1.005256064690027
9136101335,2014-05-15,616221.9676549865,4,2.0,1550,4815,1.5,0,0,3,7,1550,0,1909,0,98103,47.667,-122.336,1680,4013,1.005256064690027
3450300240,2014-05-15,303587.33153638814,4,1.75,2020,7865,1.0,0,0,4,7,1010,1010,1963,0,98059,47.5008,-122.162,1650,7865,1.005256064690027
8108600464,2014-05-15,336760.7816711591,3,2.25,2150,30476,2.0,0,0,3,7,2150,0,1991,0,98188,47.4605,-122.277,2010,10800,1.005256064690027
6141100380,2014-05-15,467444.07008086256,3,1.75,1410,6886,1.0,0,0,3,7,1410,0,1924,2013,98133,47.7183,-122.353,1410,6561,1.005256064690027
7424110130,2014-05-15,425223.3153638814,4,1.75,1880,7303,1.0,0,0,3,7,1010,870,1976,0,98034,47.7129,-122.20299999999999,1710,7200,1.005256064690027
3330500705,2014-05-15,198538.07277628034,3,1.0,980,3090,1.5,0,0,3,6,980,0,1903,0,98118,47.5525,-122.277,980,3090,1.005256064690027
7215730040,2014-05-15,698652.9649595688,4,3.0,3150,9130,2.0,0,0,3,9,3150,0,2001,0,98075,47.5974,-122.01700000000001,2970,6228,1.005256064690027
8651441750,2014-05-15,175869.54851752022,3,1.0,1060,5200,1.0,0,0,5,6,1060,0,1970,0,98042,47.3636,-122.09299999999999,1380,5200,1.005256064690027
644200040,2014-05-15,1005256.064690027,5,4.25,3920,16258,2.0,0,0,3,9,2900,1020,1990,0,98004,47.5871,-122.19200000000001,2540,12131,1.005256064690027
5556800150,2014-05-15,205775.91644204853,4,2.0,1670,9987,1.0,0,0,3,7,1670,0,1967,0,98001,47.3406,-122.28399999999999,1640,7280,1.005256064690027
8651520510,2014-05-15,585863.2345013478,4,2.75,2550,7636,1.0,0,0,3,8,1440,1110,1986,0,98074,47.6471,-122.06,2290,8223,1.005256064690027
486000565,2014-05-15,844415.0943396228,4,1.75,2930,11562,1.0,0,3,3,9,1670,1260,1947,0,98117,47.6765,-122.404,2530,6517,1.005256064690027
7985400089,2014-05-15,276445.4177897574,4,2.5,1840,1562,2.0,0,0,3,7,1400,440,2004,0,98106,47.5345,-122.36399999999999,1840,1766,1.005256064690027
5591700290,2014-05-15,318163.54447439354,4,2.5,2150,6807,2.0,0,0,4,8,2150,0,1991,0,98031,47.4053,-122.189,1910,7240,1.005256064690027
1558100398,2014-05-15,351839.62264150946,3,1.75,1680,250470,1.0,0,0,4,7,1070,610,1940,0,98019,47.7624,-121.93,1680,360000,1.005256064690027
6623400217,2014-05-15,251314.01617250676,3,1.0,1230,10350,1.0,0,0,4,7,1230,0,1957,0,98055,47.428000000000004,-122.199,1510,10427,1.005256064690027
9510860840,2014-05-15,807321.1455525607,4,2.5,3310,5404,2.0,0,0,3,9,3310,0,2004,0,98052,47.6635,-122.083,2600,4730,1.005256064690027
8902000068,2014-05-15,432260.10781671165,3,2.0,1510,7066,1.0,0,2,3,7,1230,280,1973,0,98125,47.7053,-122.303,1950,8089,1.005256064690027
7211400615,2014-05-15,218592.93126684637,3,1.0,1040,5000,1.0,0,0,3,7,1040,0,1959,0,98146,47.5122,-122.35799999999999,1440,5000,1.005256064690027
5363200180,2014-05-15,643363.8814016173,4,2.0,2560,7798,1.0,0,0,4,7,1890,670,1947,0,98115,47.6914,-122.296,1330,7798,1.005256064690027
7547300050,2014-05-15,296550.53908355796,3,1.5,850,2500,1.0,0,0,3,7,850,0,1986,0,98106,47.5677,-122.36,850,5000,1.005256064690027
3013300085,2014-05-15,747910.5121293801,4,3.0,1980,5352,2.5,0,0,3,8,1980,0,1941,2005,98136,47.532,-122.385,1680,5352,1.005256064690027
1025049174,2014-05-15,1261596.361185984,4,2.5,3200,7535,2.0,0,0,3,9,3200,0,2006,0,98105,47.666000000000004,-122.27600000000001,1650,6850,1.005256064690027
5631500992,2014-05-15,392049.8652291105,3,2.5,2240,10800,2.0,0,0,3,8,2240,0,1996,0,98028,47.7433,-122.229,1900,9900,1.005256064690027
3905000540,2014-05-15,623258.7601078168,4,2.5,2680,9185,2.0,0,0,3,9,2680,0,1989,0,98029,47.5738,-121.992,2810,8505,1.005256064690027
9424400200,2014-05-15,453928.4022911052,2,1.0,1320,4520,1.0,0,1,3,6,1320,0,1912,1971,98116,47.5655,-122.39399999999999,1420,4560,1.005256064690027
3543900418,2014-05-15,583098.7803234502,3,2.5,2360,4638,2.0,0,3,3,9,2360,0,1996,0,98115,47.6837,-122.321,1620,4638,1.005256064690027
8099900490,2014-05-15,422207.5471698114,3,2.0,1640,9972,1.0,0,0,4,7,1640,0,1977,0,98075,47.5812,-122.00200000000001,1680,10165,1.005256064690027
6141100255,2014-05-15,469454.58221024263,3,1.0,1660,6582,1.0,0,0,5,7,1000,660,1946,0,98133,47.7169,-122.353,1110,6584,1.005256064690027
1015500300,2014-05-15,457391.5094339623,3,2.5,1870,7344,1.0,0,0,3,8,1470,400,1980,0,98034,47.7265,-122.206,1930,7344,1.005256064690027
5230300280,2014-05-15,271419.1374663073,3,1.0,1010,9514,1.0,0,0,3,7,1010,0,1969,0,98059,47.4936,-122.105,1010,9514,1.005256064690027
1565950260,2014-05-15,351789.35983827495,3,2.5,1700,7496,2.0,0,0,3,8,1700,0,1994,0,98055,47.431999999999995,-122.189,2280,7496,1.005256064690027
9315100030,2014-05-15,190998.65229110513,3,1.0,1090,8520,1.0,0,0,3,7,1090,0,1967,0,98003,47.3364,-122.307,1190,8520,1.005256064690027
8146100095,2014-05-15,843409.8382749327,3,1.0,1230,12305,1.0,0,0,3,7,1230,0,1955,1990,98004,47.6095,-122.195,2100,7960,1.005256064690027
7510700030,2014-05-15,698652.9649595688,3,2.5,4560,17622,2.0,0,0,4,9,3800,760,1986,0,98074,47.621,-122.03,2360,15000,1.005256064690027
251300260,2014-05-15,256340.2964959569,4,2.5,2070,7800,2.0,0,0,3,8,2070,0,1989,0,98003,47.3487,-122.315,1950,7815,1.005256064690027
7387500235,2014-05-15,341787.0619946092,3,1.75,1960,8136,1.0,0,0,3,7,980,980,1948,0,98106,47.5208,-122.36399999999999,1070,7480,1.005256064690027
9522100485,2014-05-15,588074.7978436658,5,1.75,2000,3750,2.0,0,0,4,7,2000,0,1921,0,98103,47.6618,-122.355,1520,3750,1.005256064690027
8087800020,2014-05-15,414668.12668463617,3,1.5,1490,8475,1.0,0,0,4,7,1490,0,1963,0,98052,47.6571,-122.133,1490,8540,1.005256064690027
103400160,2014-05-15,264382.3450134771,3,2.25,1590,7748,2.0,0,0,4,7,1590,0,1991,0,98003,47.2857,-122.3,1590,7606,1.005256064690027
2325300060,2014-05-15,345808.0862533693,3,2.5,1232,1130,3.0,0,0,3,7,1232,0,2007,0,98125,47.7185,-122.31700000000001,1232,1202,1.005256064690027
4188000670,2014-05-15,753338.8948787063,4,2.5,3240,20301,2.0,0,0,3,10,3240,0,1985,0,98052,47.718999999999994,-122.11399999999999,3010,23650,1.005256064690027
6163901382,2014-05-15,402102.4258760108,3,1.0,1630,10304,1.0,0,0,5,7,1630,0,1953,0,98155,47.7548,-122.31700000000001,1480,8515,1.005256064690027
2525300200,2014-05-15,216130.05390835583,3,1.0,1160,10384,1.0,0,0,4,6,1160,0,1969,0,98038,47.3634,-122.027,1200,9880,1.005256064690027
3204300705,2014-05-15,578022.2371967655,2,1.0,1490,6000,1.0,0,0,3,7,1090,400,1946,0,98112,47.6296,-122.3,1590,6000,1.005256064690027
1773100972,2014-05-15,313639.8921832884,3,2.25,1490,974,2.0,0,0,3,7,1220,270,2009,0,98106,47.5567,-122.363,1490,1283,1.005256064690027
7796450200,2014-05-15,258233.19366576822,3,2.5,1690,5025,2.0,0,0,3,8,1690,0,2003,0,98023,47.2779,-122.34700000000001,2550,5001,1.005256064690027
2783100160,2014-05-15,376971.02425876015,4,1.75,1890,8000,1.0,0,0,4,7,1250,640,1960,0,98133,47.7576,-122.333,1870,8270,1.005256064690027
4216500110,2014-05-15,824304.9467654987,5,2.75,3030,10335,2.0,0,0,3,9,3030,0,2013,0,98056,47.5305,-122.184,2720,11213,1.005256064690027
3080000040,2014-05-15,497601.7520215634,4,2.0,2050,4000,1.5,0,0,5,7,1210,840,1941,0,98144,47.5799,-122.306,1310,4000,1.005256064690027
8731000010,2014-05-15,344802.8301886793,4,1.75,2290,10290,1.0,0,0,3,7,1340,950,1960,0,98146,47.5045,-122.369,1800,7605,1.005256064690027
2207100255,2014-05-15,397377.7223719677,3,1.5,1120,7000,1.0,0,0,3,7,1120,0,1955,0,98007,47.5987,-122.146,1470,7950,1.005256064690027
1370803510,2014-05-15,794152.2911051214,3,1.75,1790,6117,1.0,0,2,3,8,1350,440,1940,0,98199,47.6366,-122.40100000000001,1960,5554,1.005256064690027
6161000015,2014-05-15,351789.35983827495,3,1.0,1400,7066,1.0,0,0,3,8,1400,0,1957,0,98125,47.7127,-122.325,1400,7320,1.005256064690027
1624079024,2014-05-15,723784.3665768194,3,2.5,3150,151588,2.0,0,0,3,9,3150,0,2007,0,98024,47.571999999999996,-121.926,2410,208652,1.005256064690027
7300400060,2014-05-15,371944.74393531,4,2.5,2710,5880,2.0,0,0,3,9,2710,0,1998,0,98092,47.3314,-122.17200000000001,2520,6000,1.005256064690027
2460700700,2014-05-15,253676.3679245283,3,2.0,1650,7352,1.0,0,0,3,7,1160,490,1979,0,98058,47.4612,-122.169,1710,7350,1.005256064690027
3025300226,2014-05-15,2111037.735849057,4,1.75,3550,19865,2.0,0,0,3,9,3550,0,1962,2002,98039,47.6236,-122.235,3000,19862,1.005256064690027
6641040100,2014-05-15,1152827.654986523,4,3.5,4210,10308,2.0,0,0,3,10,4210,0,2006,0,98008,47.5905,-122.117,3860,10200,1.005256064690027
2807100155,2014-05-15,241261.4555256065,3,2.0,1400,6200,1.0,0,0,3,6,700,700,1948,0,98133,47.7634,-122.34,1410,7564,1.005256064690027
8562740400,2014-05-15,693526.1590296497,4,3.25,2740,7266,2.0,0,0,3,9,2060,680,2003,0,98027,47.5346,-122.066,3030,6546,1.005256064690027
4027700009,2014-05-15,578022.2371967655,4,2.5,3020,17810,1.0,0,0,3,9,1600,1420,1979,0,98155,47.7735,-122.281,2500,15815,1.005256064690027
9544700730,2014-05-15,919306.6711590297,4,2.5,3950,10856,3.0,0,0,3,10,3950,0,2013,0,98075,47.5818,-121.99600000000001,3200,10856,1.005256064690027
8677300550,2014-05-15,595614.218328841,4,2.5,2240,12032,1.0,0,0,3,9,2240,0,1983,0,98074,47.6143,-122.01700000000001,2520,12368,1.005256064690027
1151100010,2014-05-15,281471.6981132076,3,1.0,1330,20562,1.5,0,0,3,5,1330,0,1959,0,98045,47.4807,-121.775,1350,20562,1.005256064690027
2824069373,2014-05-15,769020.8894878707,5,3.75,3580,14275,2.0,0,0,3,10,3190,390,1999,0,98027,47.5322,-122.056,2740,14300,1.005256064690027
6411600370,2014-05-15,477496.6307277628,7,3.5,2870,29699,1.0,0,0,3,7,1520,1350,1961,0,98125,47.7153,-122.32700000000001,1380,7555,1.005256064690027
7831800395,2014-05-15,314142.52021563344,2,1.0,880,6345,1.0,0,0,3,7,880,0,1919,0,98106,47.5341,-122.35799999999999,1440,6345,1.005256064690027
2391602500,2014-05-15,515193.73315363884,3,2.5,1840,2875,2.0,0,0,4,7,1840,0,1997,0,98116,47.562,-122.39299999999999,1240,5750,1.005256064690027
7853240200,2014-05-16,622503.7735849055,3,2.5,2720,6439,2.0,0,0,3,9,2720,0,2005,0,98065,47.5422,-121.86,3180,7320,1.0056603773584905
9268851680,2014-05-16,614458.4905660377,3,2.5,2134,1984,2.5,0,0,3,8,2134,0,2008,0,98027,47.5402,-122.027,2170,1984,1.0056603773584905
4131900042,2014-05-16,2011320.754716981,5,4.25,6490,10862,2.0,0,3,4,11,3940,2550,1991,0,98040,47.5728,-122.205,3290,14080,1.0056603773584905
1424059154,2014-05-16,1277188.679245283,4,3.0,5520,8313,2.0,0,3,3,9,3570,1950,2008,0,98006,47.5655,-122.12899999999999,3770,8278,1.0056603773584905
2568200130,2014-05-16,729103.7735849055,5,2.75,2830,5310,2.0,0,0,3,9,2830,0,2006,0,98052,47.7074,-122.101,3150,6581,1.0056603773584905
1931300035,2014-05-16,789443.3962264151,3,2.0,2180,5440,1.0,0,0,5,7,1100,1080,1904,0,98103,47.657,-122.345,1470,4109,1.0056603773584905
6163900628,2014-05-16,382100.66037735844,3,3.25,1860,1787,3.0,0,0,3,8,1860,0,2007,0,98155,47.7563,-122.316,1830,1787,1.0056603773584905
7853350170,2014-05-16,678820.7547169811,5,2.5,3200,6455,2.0,0,0,3,9,3200,0,2009,0,98065,47.5446,-121.86200000000001,3290,7924,1.0056603773584905
3629920600,2014-05-16,623006.6037735848,3,2.5,2170,5000,2.0,0,0,3,9,2170,0,2003,0,98029,47.5458,-121.99600000000001,2170,5000,1.0056603773584905
7338200240,2014-05-16,439976.4150943396,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,1.0056603773584905
104530490,2014-05-16,249403.77358490563,4,3.5,1850,6519,2.0,0,0,3,7,1130,720,1986,0,98023,47.3087,-122.354,1280,6664,1.0056603773584905
3522029031,2014-05-16,365808.9622641509,3,1.75,1726,197326,2.0,0,0,4,7,1726,0,1982,0,98070,47.3484,-122.505,2114,99316,1.0056603773584905
7340600827,2014-05-16,241308.2075471698,5,1.0,1460,6032,2.0,0,0,4,6,1460,0,1941,0,98168,47.486999999999995,-122.28200000000001,1060,10300,1.0056603773584905
7504110780,2014-05-16,648650.9433962264,4,2.5,3160,11380,2.0,0,0,3,9,3160,0,1983,0,98074,47.6318,-122.039,2970,10385,1.0056603773584905
2622049052,2014-05-16,402264.1509433962,3,2.5,2740,83199,2.0,0,4,3,9,2740,0,1973,0,98032,47.3581,-122.266,2500,29269,1.0056603773584905
2767603215,2014-05-16,492773.5849056603,3,2.0,1450,2400,1.5,0,0,3,8,1450,0,1900,2003,98107,47.6726,-122.381,1450,4275,1.0056603773584905
7852170370,2014-05-16,525457.5471698112,3,2.5,2370,7875,2.0,0,0,3,9,2370,0,2003,0,98065,47.5427,-121.863,2660,7752,1.0056603773584905
2436700800,2014-05-16,623509.4339622641,3,2.25,1720,4000,1.5,0,0,4,7,1450,270,1921,0,98105,47.6683,-122.286,1410,4000,1.0056603773584905
7920100045,2014-05-16,351981.1320754717,1,1.0,700,5100,1.0,0,0,3,7,700,0,1942,0,98115,47.678999999999995,-122.3,1010,5100,1.0056603773584905
9477201620,2014-05-16,448524.52830188675,4,2.25,2270,7800,1.0,0,0,3,7,1290,980,1977,0,98034,47.7278,-122.19200000000001,1480,7280,1.0056603773584905
3277801646,2014-05-16,239347.16981132072,3,2.0,1020,1204,2.0,0,0,3,7,720,300,2004,0,98126,47.5445,-122.376,1360,1506,1.0056603773584905
4299700095,2014-05-16,255437.73584905657,4,2.0,1510,4235,1.0,0,0,3,7,1510,0,1955,0,98108,47.54600000000001,-122.29299999999999,1510,4268,1.0056603773584905
396100110,2014-05-16,284212.69622641505,2,1.0,830,6017,1.0,0,0,4,6,830,0,1954,0,98133,47.7466,-122.334,1340,6040,1.0056603773584905
2877102330,2014-05-16,776369.8113207546,4,2.5,2110,3750,2.0,0,0,3,8,2110,0,2000,0,98117,47.6789,-122.363,1700,5000,1.0056603773584905
6381500635,2014-05-16,343935.84905660374,3,1.0,1260,6826,1.0,0,0,3,6,720,540,1944,0,98125,47.731,-122.303,1300,6826,1.0056603773584905
3626039268,2014-05-16,543056.6037735848,1,1.0,1140,6700,1.5,0,0,3,7,1140,0,1920,0,98103,47.6958,-122.35700000000001,1350,6700,1.0056603773584905
4232901990,2014-05-16,608424.5283018867,2,1.0,910,3600,1.0,0,0,4,7,910,0,1909,0,98119,47.6341,-122.361,1720,3600,1.0056603773584905
8728100781,2014-05-16,377122.6415094339,3,1.5,1100,1751,2.0,0,0,3,8,940,160,2007,0,98144,47.5927,-122.306,1380,1751,1.0056603773584905
2921049121,2014-05-16,308234.90566037735,3,2.25,2060,38377,1.0,0,0,4,8,1560,500,1978,0,98003,47.2752,-122.319,2080,60513,1.0056603773584905
2349300090,2014-05-16,341924.52830188675,3,1.0,1250,4800,1.0,0,0,4,7,1250,0,1951,0,98126,47.5517,-122.381,1404,4800,1.0056603773584905
2473400570,2014-05-16,318794.33962264145,3,2.0,1760,11410,1.0,0,0,5,7,1060,700,1977,0,98058,47.4528,-122.163,1680,9165,1.0056603773584905
2787460120,2014-05-16,250409.43396226413,3,2.25,1440,7673,1.0,0,0,3,7,940,500,1982,0,98031,47.4034,-122.178,1440,8418,1.0056603773584905
5467910020,2014-05-16,427405.66037735844,3,2.5,2670,13218,1.0,0,0,4,10,2670,0,1988,0,98042,47.3683,-122.15299999999999,1960,13130,1.0056603773584905
5708500270,2014-05-16,525960.3773584905,3,1.5,1260,3135,1.5,0,0,3,8,1260,0,1931,0,98116,47.5755,-122.38799999999999,1700,4180,1.0056603773584905
8651442880,2014-05-16,206160.37735849054,5,1.75,1730,5200,1.0,0,0,4,7,1050,680,1978,0,98042,47.3628,-122.089,1350,5200,1.0056603773584905
3352400905,2014-05-16,246386.79245283015,4,1.0,1530,7200,1.5,0,0,3,7,1400,130,1948,0,98178,47.5015,-122.262,1530,7200,1.0056603773584905
7972603385,2014-05-16,246386.79245283015,2,1.0,870,6150,1.0,0,0,3,6,870,0,1941,0,98106,47.5256,-122.34700000000001,1120,6150,1.0056603773584905
7625701386,2014-05-16,432433.9622641509,3,1.75,2150,4333,1.0,0,0,3,7,1200,950,1956,0,98136,47.5537,-122.38799999999999,1480,6500,1.0056603773584905
9297301580,2014-05-16,453552.8301886792,3,1.75,1560,4049,1.5,0,2,3,7,1000,560,1926,0,98126,47.5666,-122.375,1430,3738,1.0056603773584905
126049231,2014-05-16,447518.86792452825,3,3.0,1970,24318,1.0,0,0,3,8,1970,0,2010,0,98028,47.7651,-122.24600000000001,2150,14695,1.0056603773584905
2804100095,2014-05-16,728902.6415094339,3,2.0,2050,3933,1.0,0,0,3,8,1180,870,1926,2001,98112,47.6436,-122.303,1940,4000,1.0056603773584905
6817800630,2014-05-16,387179.2452830188,3,1.75,1180,10541,1.0,0,0,4,7,940,240,1981,0,98074,47.6348,-122.03200000000001,1230,10879,1.0056603773584905
5016001325,2014-05-16,608424.5283018867,3,2.25,1290,2500,2.0,0,0,4,8,1290,0,1987,0,98112,47.6229,-122.29799999999999,1700,3750,1.0056603773584905
472000015,2014-05-16,492773.5849056603,2,1.0,1160,5000,1.0,0,0,4,8,1160,0,1937,0,98117,47.6865,-122.399,1750,5000,1.0056603773584905
9264901040,2014-05-16,241257.92452830187,4,2.25,1860,7000,1.0,0,0,3,8,1120,740,1979,0,98023,47.3127,-122.339,1990,8937,1.0056603773584905
1471620240,2014-05-16,276556.6037735849,3,2.5,1480,15639,2.0,0,0,3,8,1480,0,1987,0,98045,47.4723,-121.74600000000001,1480,16454,1.0056603773584905
7234600832,2014-05-16,502830.18867924524,2,2.5,1310,1500,2.0,0,0,3,8,1160,150,2006,0,98122,47.6112,-122.309,1320,1581,1.0056603773584905
3277801417,2014-05-16,342930.18867924524,3,2.5,1480,1663,2.0,0,0,3,9,1180,300,2012,0,98126,47.5443,-122.375,1380,1537,1.0056603773584905
1431700250,2014-05-16,346952.8301886792,4,1.0,1980,7991,1.5,0,0,3,7,1980,0,1962,0,98058,47.4604,-122.17,1730,7700,1.0056603773584905
2517000140,2014-05-16,307732.0754716981,3,2.5,1870,5874,2.0,0,0,3,7,1870,0,2005,0,98042,47.3992,-122.163,2090,4060,1.0056603773584905
1545801970,2014-05-16,251415.09433962262,3,2.0,1900,6660,1.0,0,0,5,7,950,950,1966,0,98038,47.3594,-122.054,1690,8111,1.0056603773584905
2946003415,2014-05-16,175487.7358490566,2,1.0,1010,5200,1.0,0,0,3,7,1010,0,1955,0,98198,47.4166,-122.323,1580,7500,1.0056603773584905
4039400430,2014-05-16,331867.92452830187,3,1.5,1170,4950,1.0,0,0,4,7,1170,0,1960,0,98007,47.6057,-122.135,1570,7700,1.0056603773584905
623049094,2014-05-16,181018.86792452828,3,1.0,1000,18513,1.0,0,0,3,6,1000,0,1940,0,98146,47.5118,-122.348,1280,8113,1.0056603773584905
290000055,2014-05-16,724075.4716981131,2,1.0,2020,7200,1.0,0,3,4,7,1700,320,1947,0,98146,47.506,-122.384,2020,7200,1.0056603773584905
8029550160,2014-05-16,435450.9433962264,4,2.5,2280,7568,2.0,0,0,4,7,2280,0,2001,0,98056,47.5115,-122.194,2280,5312,1.0056603773584905
9542900190,2014-05-16,372094.33962264145,4,1.5,1370,9957,1.0,0,0,3,7,900,470,1972,0,98034,47.7237,-122.181,1510,8088,1.0056603773584905
8091400200,2014-05-16,254130.37735849054,2,1.5,1070,9643,1.0,0,0,3,7,1070,0,1985,0,98030,47.3533,-122.166,1220,8386,1.0056603773584905
5710610790,2014-05-16,734232.6415094339,4,2.5,3120,14300,2.0,0,0,3,9,3120,0,2003,0,98027,47.5318,-122.055,2580,10005,1.0056603773584905
6705800040,2014-05-16,554118.8679245282,2,2.0,2260,9604,1.0,0,0,3,9,2260,0,1990,0,98011,47.7718,-122.208,2260,10747,1.0056603773584905
7853361230,2014-05-16,482716.9811320754,4,2.5,2430,5000,2.0,0,0,3,7,2430,0,2009,0,98065,47.515,-121.87299999999999,2430,5441,1.0056603773584905
9406570290,2014-05-16,315777.358490566,4,2.5,2340,8990,2.0,0,0,3,8,2340,0,2003,0,98038,47.3781,-122.03,2980,6718,1.0056603773584905
2767602094,2014-05-16,568198.1132075471,3,2.25,1520,1221,3.0,0,0,3,8,1520,0,2013,0,98107,47.674,-122.37700000000001,1550,4750,1.0056603773584905
269000615,2014-05-16,879952.8301886792,3,2.0,2220,6641,1.0,0,2,4,7,1220,1000,1947,0,98199,47.6426,-122.38799999999999,1800,5900,1.0056603773584905
1042700060,2014-05-16,809551.5754716981,5,1.5,3360,5402,2.0,0,0,3,9,3360,0,2014,0,98074,47.6067,-122.053,3360,5415,1.0056603773584905
9406590280,2014-05-16,351981.1320754717,4,2.5,2440,4000,2.0,0,0,3,7,2440,0,2009,0,98038,47.3841,-122.036,2410,4502,1.0056603773584905
2822049254,2014-05-16,377122.6415094339,4,2.5,2790,7956,2.0,0,0,3,9,2790,0,2005,0,98198,47.3681,-122.31,1660,8192,1.0056603773584905
291310260,2014-05-16,379636.7924528301,3,2.25,1410,1377,2.0,0,0,3,7,1290,120,2005,0,98027,47.5342,-122.06700000000001,1445,1370,1.0056603773584905
9560800390,2014-05-16,447518.86792452825,3,2.25,1990,7340,2.0,0,0,3,8,1990,0,1984,0,98072,47.7579,-122.141,2180,11223,1.0056603773584905
2608300030,2014-05-16,410510.5660377358,3,2.5,1800,5761,2.0,0,0,4,7,1800,0,1990,0,98106,47.5293,-122.363,1800,5952,1.0056603773584905
7701990300,2014-05-16,867382.0754716981,4,2.75,3280,24440,2.0,0,0,3,10,3280,0,1996,0,98077,47.7073,-122.07,3490,25138,1.0056603773584905
8562970040,2014-05-16,658707.5471698112,5,3.25,3690,12353,2.0,0,0,5,9,3690,0,1977,0,98155,47.7672,-122.292,2290,9082,1.0056603773584905
1513800036,2014-05-16,803522.6415094339,4,3.25,3120,5000,2.0,0,0,3,9,2370,750,2005,0,98115,47.69,-122.29899999999999,2520,6000,1.0056603773584905
2771101200,2014-05-17,412486.5229110512,3,2.0,1700,4250,1.0,0,0,3,6,890,810,1944,0,98199,47.6542,-122.385,1440,4250,1.006064690026954
8604900245,2014-05-18,491156.87331536383,2,2.0,1360,4688,1.0,0,0,3,7,780,580,1944,0,98115,47.6874,-122.315,1340,4750,1.0064690026954177
1529200480,2014-05-18,538098.5876010781,3,2.5,2130,3500,1.0,0,0,4,8,1210,920,1994,0,98072,47.736000000000004,-122.15899999999999,2030,3710,1.0064690026954177
2424400130,2014-05-18,354780.3234501348,3,2.25,1410,14110,1.0,0,2,3,7,1170,240,1987,0,98065,47.5336,-121.76,1560,18336,1.0064690026954177
1402650110,2014-05-18,417684.63611859834,3,2.5,2480,8342,2.0,0,0,3,8,2480,0,1986,0,98058,47.4381,-122.134,2300,8303,1.0064690026954177
8838900032,2014-05-18,736735.3099730457,3,2.0,1940,55756,1.0,0,0,5,9,1940,0,1954,0,98007,47.5913,-122.149,2330,10018,1.0064690026954177
1795900210,2014-05-18,579273.2345013476,4,2.5,2060,7475,1.0,0,0,3,8,1440,620,1985,0,98052,47.7272,-122.105,2280,8396,1.0064690026954177
7138200150,2014-05-18,298921.29380053905,5,2.5,1970,8605,2.0,0,0,4,7,1970,0,1994,0,98022,47.1944,-122.01299999999999,1970,8460,1.0064690026954177
7972604345,2014-05-19,137941.64420485173,3,1.0,950,7620,1.0,0,0,3,6,950,0,1954,0,98106,47.5178,-122.346,1260,7620,1.0068733153638814
1924069039,2014-05-19,874972.9110512129,5,3.25,4180,49222,2.0,0,0,4,8,2880,1300,1979,0,98027,47.5488,-122.094,3170,8029,1.0068733153638814
7952800010,2014-05-19,478264.82479784364,4,2.5,3060,10043,1.0,0,0,4,8,1700,1360,1968,0,98133,47.7387,-122.337,1630,8296,1.0068733153638814
9307300100,2014-05-19,488333.5579514825,3,1.0,1500,4100,1.5,0,0,3,7,1370,130,1926,0,98107,47.6689,-122.367,1500,4100,1.0068733153638814
7243500025,2014-05-19,413824.93261455523,4,2.75,2500,5257,2.0,0,0,3,8,2500,0,1966,0,98118,47.5293,-122.287,1660,5970,1.0068733153638814
7304300570,2014-05-19,369019.0700808625,4,2.75,2070,9300,1.0,0,0,5,7,1120,950,1945,0,98155,47.7416,-122.32,1010,8308,1.0068733153638814
2144800215,2014-05-19,286958.8948787062,4,1.75,2080,13629,1.0,0,0,4,7,1040,1040,1955,0,98178,47.4866,-122.23200000000001,1780,14659,1.0068733153638814
2767600171,2014-05-19,443024.2587601078,2,1.5,1010,1968,1.5,0,0,5,5,1010,0,1906,0,98107,47.6757,-122.385,1760,4200,1.0068733153638814
9269750460,2014-05-19,248697.70889487868,3,2.25,1580,7941,2.0,0,0,4,7,1580,0,1986,0,98023,47.2843,-122.35700000000001,1730,8051,1.0068733153638814
1321710030,2014-05-19,322199.46091644204,3,2.5,2680,7757,2.0,0,0,3,8,2680,0,1990,0,98023,47.2918,-122.346,2430,8231,1.0068733153638814
8635751120,2014-05-19,615199.5956873315,4,2.5,2460,4200,2.0,0,0,3,8,2460,0,1998,0,98074,47.6031,-122.021,2330,4200,1.0068733153638814
1332700270,2014-05-19,216477.76280323448,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,1.0068733153638814
